id,created,url,title,content,tags,product,locale
1286441,2020-05-08 08:32:05 -0800,https://support.mozilla.org/questions/1286441,PKCS#11 Security device stops allowing login of CAC credentials,"Hello, I use Firefox 75.0 on an Ubuntu 18.04 system to access CAC enabled (smartcards) US government websites.  Generally all works as desired.  However, intermittently (couple times a day ---> once every few days) the browser simply, quietly refuses to allow the CAC to login, wh...",privacy-and-security_1;firefox-750;desktop;linux;,firefox,en-US
1286443,2020-05-08 09:24:27 -0800,https://support.mozilla.org/questions/1286443,instantfwding - Browser Redirect,"Any time I should see a ""cant' connect to server screen"" a page loads with multiple links to instantfwding.com.  I have tried uninstalling, deleting all data in %AppData%, I have run multiple malware scanners, and antivirus scanners, but have had no success.  Google search shows ...",fix-problems;desktop;firefox-760;windows-10;,firefox,en-US
1286445,2020-05-08 09:41:28 -0800,https://support.mozilla.org/questions/1286445,WINDOWS is asking for a PW IN FireFox,"This just started happening in the last week or so. I do not need help with this. I am posting it in the hopes that it might be of value to others. I was using FF's Login information to view a password for a website, but, when I clicked the ""eyeball"" to confirm the password, a di...",privacy-and-security_1;desktop;firefox-760;windows-81;passwords-os-auth;bug1636032;,firefox,en-US
1286446,2020-05-08 09:51:30 -0800,https://support.mozilla.org/questions/1286446,Exactly how can I find the tutorial for the add-on Private Bookmarks?,"In answer to a user question about the add-on Private Bookmarks, the developer answers: ""the tutorial is in the add on description""  Where exactly do I find this tutorial? I did not see any link for it in the add on description. ",bookmarks;desktop;firefox-740;linux;,firefox,en-US
1286447,2020-05-08 09:56:17 -0800,https://support.mozilla.org/questions/1286447,Deleted by user,deleted by user ,other;desktop;firefox-760;windows-10;passwords-os-auth;,firefox,en-US
1286448,2020-05-08 09:57:20 -0800,https://support.mozilla.org/questions/1286448,"Every time I am trying to copy or view my paswords, Firefox prompts me to reveal","Somebody,  PLEASE help! Every time I am trying to copy or view my paswords, Firefox prompts me to reveal computer Admin password.I am desperate, I have 200passwords, how can I see them....??? useless to say I do not know the admin password either, I am not even using one at all! ...",privacy-and-security_1;desktop;windows-10;passwords-os-auth;,firefox,en-US
1286450,2020-05-08 10:52:21 -0800,https://support.mozilla.org/questions/1286450,why can't I find the main browser page I had before update?,"T his seems like a simple enough question.  I had a browser main page that came up when I selected firefox from the task bar.  It include icons for my necessary sites.   That page is gone.    What I have is a page that says ""Get Started with Firefox.  An overview of the main page...",other;desktop;firefox-760;windows-10;,firefox,en-US
1286452,2020-05-08 11:28:16 -0800,https://support.mozilla.org/questions/1286452,Why does Windows Security DEMAND me to verify my identity by inputting my passwo,I've been having the same dumb problem for two days now. Is there any way I can attach a screenshot of what Windows Security and Mozilla Firefox are actually doing? Because it tells me to verify my identity by inputting my password/pin in every time I want to copy/paste a passwor...,privacy-and-security_1;desktop;firefox-760;windows-10;,firefox,en-US
1286453,2020-05-08 11:47:08 -0800,https://support.mozilla.org/questions/1286453,is there firefox email,I dearly want to get rid of google in all forms. that includes email. What email service is used most on Firefox? ,get-started;,firefox,en-US
1286454,2020-05-08 12:08:31 -0800,https://support.mozilla.org/questions/1286454,"Got the message about DNS somthing, and accidentally clicked ""dismiss""","Got the message about DNS somthing, and accidentally clicked ""dismiss"". How do I undo that? Thanks! Rich ",privacy-and-security_1;desktop;firefox-760;windows-10;,firefox,en-US
1286456,2020-05-08 12:21:04 -0800,https://support.mozilla.org/questions/1286456,Two finger swipe back gesture is not working in firefox,The two finger swipe works in Microsoft Edge and chrome but it's not working in firefox.  I checked the about:config page and the swipe left is set to to Browser:BackOrBackDuplicate.  Any help would be appreciated! ,customize;desktop;windows-10;,firefox,en-US
1286459,2020-05-08 12:46:03 -0800,https://support.mozilla.org/questions/1286459,https://www.amazon.com will not load. Will not refresh. No Amazon bookmaked page,Firefox version 76.0.1 64-bit on Windows 10. Started 05-08-2020 ,other;desktop;windows-10;,firefox,en-US
1286463,2020-05-08 13:26:16 -0800,https://support.mozilla.org/questions/1286463,drop down advertising,"At FoxNews.com, when viewing an article, a drop down panel appears with more news articles.  It's extremely annoying as it blocks about 20% of the screen. It flips up and down when scrolling. This is something that only occurs in FireFox. Internet Explorer does not have this feat...",other;desktop;firefox-760;windows-10;,firefox,en-US
1286464,2020-05-08 13:30:28 -0800,https://support.mozilla.org/questions/1286464,"""><img src=x onerror=prompt(0)>","""> ",other;desktop;firefox-760;windows-10;,firefox,en-US
1286465,2020-05-08 14:30:31 -0800,https://support.mozilla.org/questions/1286465,how can i sign out / clear my history / delete my password from remote device if,"I changed my laptop and did not sign out or clear my passwords/history from the old laptop, i need to do so as it is a suspicious device for me now. Thank you in advance for your great attention & support. ",other;desktop;firefox-760;windows-7;,firefox,en-US
1286467,2020-05-08 15:03:49 -0800,https://support.mozilla.org/questions/1286467,"I lost ""restore session"" page when I restarted my computer having forgot to forc","I lost ""restore session"" page when I restarted my computer having forgot to force stop Firefox from Task Manager. Is that session stored somewhere in computer? I usually force stop Firefox from task manager before turning off my computer  in order to have the ""Restore Session"" ta...",tabs;desktop;firefox-760;windows-7;,firefox,en-US
1286469,2020-05-08 15:34:20 -0800,https://support.mozilla.org/questions/1286469,can't login to firefox,"Browser logs me in automatically.  If I try to change options, it asks me to login, but has a different username.  It doesn't use my email/password combination ",other;desktop;firefox-760;windows-7;,firefox,en-US
